"nombre" "sitio" "estrato" "replica" "taxa" "body_mass" "ab"
"789" "R 3" "R" "Hoja" 3 "oripodidae" 9,4530284900917 1
"790" "R 3" "R" "humus" 3 "astigmata" 13,0660076436184 16
"791" "R 3" "R" "humus" 3 "ceratozetoidea" 33,558445644074 18
"792" "R 3" "R" "humus" 3 "enquitreido" 1048,33250310566 34
"793" "R 3" "R" "humus" 3 "epilhomanioidea" 36,8244641769693 4
"794" "R 3" "R" "humus" 3 "eremobelbidae" 64,6700496774906 11
"795" "R 3" "R" "humus" 3 "eupodoidea" 6,75376196458307 3
"796" "R 3" "R" "humus" 3 "eupthiracaroidea" 64,0765212259648 35
"797" "R 3" "R" "humus" 3 "eviphididae" 22,1506446059002 1
"798" "R 3" "R" "humus" 3 "galumnidae" 36,8005895840041 4
"799" "R 3" "R" "humus" 3 "gasteropoda" 54,6903960431102 2
"800" "R 3" "R" "humus" 3 "hipogastruridae" 14,7002140612928 4
"801" "R 3" "R" "humus" 3 "isotomidae" 17,9006101521712 8
"802" "R 3" "R" "humus" 3 "larva_diptero" 170,381924676764 1
"803" "R 3" "R" "humus" 3 "larva_sciaridae" 2713,33334473546 4
"804" "R 3" "R" "humus" 3 "lohmanidae" 10,6523310406261 2
"805" "R 3" "R" "humus" 3 "onichiuridae" 10,2101401203299 9
"806" "R 3" "R" "humus" 3 "oppioidea" 15,2633392084909 8
"807" "R 3" "R" "humus" 3 "oribatulidae" 39,2769092258239 14
"808" "R 3" "R" "humus" 3 "oripodidae" 26,8371884089948 26
"809" "R 3" "R" "humus" 3 "parasitidae" 25,1868179239439 4
"810" "R 3" "R" "humus" 3 "penthalidae" 16,9950615723248 1
"811" "R 3" "R" "humus" 3 "protura" 1,84496997188079 1
"812" "R 3" "R" "humus" 3 "scheloribates" 36,6770079684716 10
"813" "R 3" "R" "humus" 3 "tenerifidae" 9,06274985615141 2
"814" "R 3" "R" "humus" 3 "uropodidae" 25,9816256869842 3
