"sitio" "replica" "estrato" "microhabitat" "clase" "gremio" "taxa" "abundance" "bio.ind" "ab" "D" "Sistema" "Taxón" "Tbiomass" "Gremio" "Sitio"
"334" "P" 1 "H" "H" "macro" "predador" "linyphiidae" 2 2800 2 32 "Pastizal" "Linyphiidae" 89600 "Predadores" "P"
"335" "P" 1 "H" "H" "macro" "predador" "staphylinidae" 8 2581.05277801504 9 144 "Pastizal" "Staphylinidae" 371671.600034165 "Predadores" "P"
"336" "P" 1 "H" "H" "macro" "predador" "trogossitidae" 1 924.136933004054 1 16 "Pastizal" "Trogossitidae" 14786.1909280649 "Predadores" "P"
"337" "P" 1 "H" "H" "meso" "microfitofago" "symphyla" 1 2400 1 2947 "Pastizal" "Symphyla" 7072800 "Microfitófagos" "P"
"338" "P" 1 "H" "H" "meso" "omnivoro" "tarsonemidae" 1 80 1 2947 "Pastizal" "Tarsonemidae" 235760 "Omnívoros" "P"
"339" "P" 1 "H" "Hoja" "macro" "detritivoro" "larva_diptera" 2 481.151426545212 2 32 "Pastizal" "Diptera larva" 15396.8456494468 "Detritívoros" "P"
"340" "P" 1 "H" "Hoja" "meso" "detritivoro" "enquitreido" 8 1416.98953489858 9 26525 "Pastizal" "Enchytraeida" 37585647.4131849 "Detritívoros" "P"
"341" "P" 1 "H" "Hoja" "meso" "detritivoro" "oripodidae" 1 21.3205277315931 1 2947 "Pastizal" "Oripodidae" 62831.5952250049 "Detritívoros" "P"
"342" "P" 1 "H" "Hoja" "meso" "detritivoro" "scheloribates" 1 42.5815783286955 1 2947 "Pastizal" "Scheloribates" 125487.911334666 "Detritívoros" "P"
"343" "P" 1 "H" "Hoja" "meso" "microfitofago" "entomobryoidea" 1 41.6583317947629 1 2947 "Pastizal" "Entomobryoidea" 122767.103799166 "Microfitófagos" "P"
"344" "P" 1 "H" "Hoja" "meso" "omnivoro" "tardigrado" 2 1.07727263282466 2 5894 "Pastizal" "Tardigrada" 6349.44489786854 "Omnívoros" "P"
"345" "P" 1 "H" "Hoja" "meso" "predador" "parasitidae" 1 5.66906671033864 1 2947 "Pastizal" "Parasitidae" 16706.739595368 "Predadores" "P"
"346" "P" 1 "H" "hoja" "macro" "herbivoro" "trip" 1 357.714292298924 1 16 "Pastizal" "Thysanoptera" 5723.42867678278 "Herbivoros" "P"
"347" "P" 1 "H" "hoja" "meso" "omnivoro" "tardigrado" 9 3.94363278911969 10 29473 "Pastizal" "Tardigrada" 116230.689193725 "Omnívoros" "P"
"348" "P" 1 "H" "hoja" "meso" "omnivoro" "tydeoidea" 1 3.82798119693046 1 2947 "Pastizal" "Tydeoidea" 11281.0605873541 "Omnívoros" "P"
"349" "P" 1 "H" "hoja" "meso" "predador" "parasitidae" 2 4.8447011169491 2 5894 "Pastizal" "Parasitidae" 28554.668383298 "Predadores" "P"
"350" "P" 1 "H" "humus" "macro" "herbivoro" "trip" 1 407.024415079994 1 16 "Pastizal" "Thysanoptera" 6512.3906412799 "Herbivoros" "P"
"351" "P" 1 "H" "humus" "macro" "microfitofago" "psocoptera" 1 92.4575121467924 1 16 "Pastizal" "Psocoptera" 1479.32019434868 "Microfitófagos" "P"
"352" "P" 1 "H" "humus" "macro" "predador" "carabidae" 1 22.6164508764837 1 16 "Pastizal" "Carabidae" 361.863214023739 "Predadores" "P"
"353" "P" 1 "H" "humus" "meso" "detritivoro" "ceratozetoidea" 16 21.0490057304166 19 55998 "Pastizal" "Ceratozetoidea" 1178702.22289187 "Detritívoros" "P"
"354" "P" 1 "H" "humus" "meso" "detritivoro" "enquitreido" 24 1126.51262433664 28 82524 "Pastizal" "Enchytraeida" 92964327.810757 "Detritívoros" "P"
"355" "P" 1 "H" "humus" "meso" "detritivoro" "epilhomanioidea" 1 7.56030832934205 1 2947 "Pastizal" "Epilohmannioidea" 22280.228646571 "Detritívoros" "P"
"356" "P" 1 "H" "humus" "meso" "detritivoro" "isotomidae" 40 14.1940235502149 48 141471 "Pastizal" "Isotomidae" 2008042.70567245 "Detritívoros" "P"
"357" "P" 1 "H" "humus" "meso" "detritivoro" "oripodidae" 33 14.2977138094953 39 114945 "Pastizal" "Oripodidae" 1643450.71383244 "Detritívoros" "P"
"358" "P" 1 "H" "humus" "meso" "detritivoro" "scheloribates" 52 11.8625448591614 62 182733 "Pastizal" "Scheloribates" 2167678.40974913 "Detritívoros" "P"
"359" "P" 1 "H" "humus" "meso" "microfitofago" "entomobryoidea" 3 44.4113103412307 3 8841 "Pastizal" "Entomobryoidea" 392640.394726821 "Microfitófagos" "P"
"360" "P" 1 "H" "humus" "meso" "microfitofago" "eremobelbidae" 5 54.8386315074767 6 17683 "Pastizal" "Eremobelbidae" 969711.520946711 "Microfitófagos" "P"
"361" "P" 1 "H" "humus" "meso" "microfitofago" "limnozetidae" 2 55.5926864159043 2 5894 "Pastizal" "Limnozetidae" 327663.29373534 "Microfitófagos" "P"
"362" "P" 1 "H" "humus" "meso" "microfitofago" "onichiuridae" 17 11.2654306650066 20 58946 "Pastizal" "Onychiuridae" 664052.075979479 "Microfitófagos" "P"
"363" "P" 1 "H" "humus" "meso" "microfitofago" "oppioidea" 13 8.43772137155487 15 44209 "Pastizal" "Oppioidea" 373023.224115069 "Microfitófagos" "P"
"364" "P" 1 "H" "humus" "meso" "microfitofago" "oribatulidae" 14 20.2701005802478 16 47157 "Pastizal" "Oribatulidae" 955877.133062745 "Microfitófagos" "P"
"365" "P" 1 "H" "humus" "meso" "microfitofago" "protura" 1 2.40525301005366 1 2947 "Pastizal" "Protura" 7088.28062062814 "Microfitófagos" "P"
"366" "P" 1 "H" "humus" "meso" "omnivoro" "eupodoidea" 3 4.55966943896134 3 8841 "Pastizal" "Eupodoidea" 40312.0375098572 "Omnívoros" "P"
"367" "P" 1 "H" "humus" "meso" "omnivoro" "hipogastruridae" 7 5.01724374960701 8 23578 "Pastizal" "Hipogastruridae" 118296.573128234 "Omnívoros" "P"
"368" "P" 1 "H" "humus" "meso" "omnivoro" "tardigrado" 28 2.01255605415077 33 97261 "Pastizal" "Tardigrada" 195743.214382758 "Omnívoros" "P"
"369" "P" 1 "H" "humus" "meso" "predador" "bdelloidea" 19 5.62054887595445 22 64840 "Pastizal" "Bdelloidea" 364436.389116887 "Predadores" "P"
"370" "P" 1 "H" "humus" "meso" "predador" "ologamasidae" 1 32.110108727922 1 2947 "Pastizal" "Ologamasidae" 94628.4904211861 "Predadores" "P"
"371" "P" 1 "H" "humus" "meso" "predador" "parasitidae" 81 39.0106451516852 97 285889 "Pastizal" "Parasitidae" 11152714.3317701 "Predadores" "P"
"372" "P" 1 "H" "humus" "meso" "predador" "rhodacaroidea" 10 8.87779556296473 12 35367 "Pastizal" "Rhodacaroidea" 313980.995675374 "Predadores" "P"
"373" "P" 2 "10" "10" "macro" "detritivoro" "Aporrectodea_trapezoides" 1 68700 1 16 "Pastizal" "Aporrectodea trapezoides" 1099200 "Detritívoros" "P"
"374" "P" 2 "10" "10" "macro" "detritivoro" "Eukerria_halophila" 1 9150 1 16 "Pastizal" "Eukerria halophila" 146400 "Detritívoros" "P"
"375" "P" 2 "10" "10" "macro" "detritivoro" "Microscolex_phosphoreus" 1 5100 1 16 "Pastizal" "Microscolex phosphoreus" 81600 "Detritívoros" "P"
"376" "P" 2 "10" "10" "macro" "detritivoro" "Octolasion_tyrtaeum" 1 59550 1 16 "Pastizal" "Octolasion tyrtaeum" 952800 "Detritívoros" "P"
"377" "P" 2 "10" "10" "macro" "detritivoro" "coleoptera" 4 5500 4 64 "Pastizal" "Coleoptera" 352000 "Detritívoros" "P"
"378" "P" 2 "10" "10" "macro" "detritivoro" "juvenil" 15 22546.6666666667 18 288 "Pastizal" "Juvenil, lombriz" 6493440 "Detritívoros" "P"
"379" "P" 2 "10" "10" "macro" "detritivoro" "larva_coleoptero" 1 6074.5347315 1 16 "Pastizal" "Coleoptera larva" 97192.555704 "Detritívoros" "P"
"380" "P" 2 "10" "10" "macro" "detritivoro" "larva_scarabaeidae" 4 290700 4 64 "Pastizal" "Scarabaeidae larva" 18604800 "Detritívoros" "P"
"381" "P" 2 "10" "10" "macro" "detritivoro" "oniscoidea" 31 7255.48387096774 37 592 "Pastizal" "Oniscoidea" 4295246.4516129 "Detritívoros" "P"
"382" "P" 2 "10" "10" "macro" "detritivoro" "ptilidae" 1 73.4845570727823 1 16 "Pastizal" "Ptilidae" 1175.75291316452 "Detritívoros" "P"
"383" "P" 2 "10" "10" "macro" "herbivoro" "trip" 1 544.525955581365 1 16 "Pastizal" "Thysanoptera" 8712.41528930184 "Herbivoros" "P"
"384" "P" 2 "10" "10" "macro" "predador" "formicidae" 2 665.59662973423 2 32 "Pastizal" "Formicidae" 21299.0921514953 "Predadores" "P"
"385" "P" 2 "10" "10" "macro" "predador" "staphylinidae" 3 1117.54208099476 3 48 "Pastizal" "Staphylinidae" 53642.0198877485 "Predadores" "P"
"386" "P" 2 "10" "10" "meso" "detritivoro" "enquitreido" 1 1323.30791445306 1 2947 "Pastizal" "Enchytraeida" 3899788.42389317 "Detritívoros" "P"
"387" "P" 2 "10" "10" "meso" "detritivoro" "isotomidae" 9 4.98502736558407 10 29473 "Pastizal" "Isotomidae" 146923.711545859 "Detritívoros" "P"
"388" "P" 2 "10" "10" "meso" "detritivoro" "oripodidae" 12 13.711595062522 14 41262 "Pastizal" "Oripodidae" 565767.835469781 "Detritívoros" "P"
"389" "P" 2 "10" "10" "meso" "detritivoro" "scheloribates" 6 14.5416650812556 7 20631 "Pastizal" "Scheloribates" 300009.092291385 "Detritívoros" "P"
"390" "P" 2 "10" "10" "meso" "microfitofago" "oribatulidae" 5 32.415488558026 6 17683 "Pastizal" "Oribatulidae" 573203.084171574 "Microfitófagos" "P"
"391" "P" 2 "10" "10" "meso" "microfitofago" "symphyla" 1 19.8435577869808 1 2947 "Pastizal" "Symphyla" 58478.9647982324 "Microfitófagos" "P"
"392" "P" 2 "10" "10" "meso" "omnivoro" "eupodoidea" 2 0.714488136892125 2 5894 "Pastizal" "Eupodoidea" 4211.19307884219 "Omnívoros" "P"
"393" "P" 2 "10" "10" "meso" "omnivoro" "penthalidae" 1 3.01069151696441 1 2947 "Pastizal" "Penthaleidae" 8872.50790049412 "Omnívoros" "P"
"394" "P" 2 "10" "10" "meso" "omnivoro" "tardigrado" 3 2.85063482244198 3 8841 "Pastizal" "Tardigrada" 25202.4624652095 "Omnívoros" "P"
"395" "P" 2 "10" "10" "meso" "predador" "dermanisoidea" 1 83.3844195544714 1 2947 "Pastizal" "Dermanisoidea" 245733.884427027 "Predadores" "P"
"396" "P" 2 "10" "10" "meso" "predador" "parasitidae" 1 19.4778797442025 1 2947 "Pastizal" "Parasitidae" 57401.3116061648 "Predadores" "P"
"397" "P" 2 "10" "10" "meso" "predador" "rhodacaroidea" 2 6.6562195846625 2 5894 "Pastizal" "Rhodacaroidea" 39231.7582320007 "Predadores" "P"
"398" "P" 2 "10" "10" "micro" "herbivoro" "fitofago" 15 0.388123313595184 81 165011 "Pastizal" "Fitofago" 64044.616099655 "Herbivoros" "P"
"399" "P" 2 "10" "10" "micro" "microfitofago" "bacterivoro" 31 1.54866418247898 168 342246 "Pastizal" "Bacterivoro" 530024.121796703 "Microfitófagos" "P"
"400" "P" 2 "10" "10" "micro" "microfitofago" "fungivoro" 22 3.59051433308952 119 242424 "Pastizal" "Fungivoro" 870426.846684893 "Microfitófagos" "P"
"401" "P" 2 "10" "10" "micro" "omnivoro" "omnivoro" 12 8.36134418790938 65 132416 "Pastizal" "Omnivoro" 1107175.75198621 "Omnívoros" "P"
"402" "P" 2 "10" "10" "micro" "predador" "predador" 8 4.00953782798421 43 87598 "Pastizal" "Predador" 351227.494655761 "Predadores" "P"
"403" "P" 2 "20" "20" "macro" "detritivoro" "Eukerria_halophila" 1 3300 1 16 "Pastizal" "Eukerria halophila" 52800 "Detritívoros" "P"
"404" "P" 2 "20" "20" "macro" "detritivoro" "Microscolex_phosphoreus" 2 4575 2 32 "Pastizal" "Microscolex phosphoreus" 146400 "Detritívoros" "P"
"405" "P" 2 "20" "20" "macro" "detritivoro" "anthribidae" 4 14600 4 64 "Pastizal" "Anthribidae" 934400 "Detritívoros" "P"
"406" "P" 2 "20" "20" "macro" "detritivoro" "juvenil" 4 20362.5 4 64 "Pastizal" "Juvenil, lombriz" 1303200 "Detritívoros" "P"
"407" "P" 2 "20" "20" "macro" "detritivoro" "larva_scarabaeidae" 1 7600 1 16 "Pastizal" "Scarabaeidae larva" 121600 "Detritívoros" "P"
"408" "P" 2 "20" "20" "macro" "detritivoro" "oniscoidea" 1 4800 1 16 "Pastizal" "Oniscoidea" 76800 "Detritívoros" "P"
"409" "P" 2 "20" "20" "meso" "microfitofago" "entomobryoidea" 1 99.0595952011892 1 2947 "Pastizal" "Entomobryoidea" 291928.627057905 "Microfitófagos" "P"
"410" "P" 2 "H" "Frag" "macro" "detritivoro" "larva_coleoptero" 2 6157.7594265 2 32 "Pastizal" "Coleoptera larva" 197048.301648 "Detritívoros" "P"
"411" "P" 2 "H" "Frag" "macro" "detritivoro" "larva_diptera" 3 471.026450280544 3 48 "Pastizal" "Diptera larva" 22609.2696134661 "Detritívoros" "P"
"412" "P" 2 "H" "Frag" "macro" "detritivoro" "oniscoidea" 10 2184.7650756 12 192 "Pastizal" "Oniscoidea" 419474.8945152 "Detritívoros" "P"
"413" "P" 2 "H" "Frag" "macro" "herbivoro" "trip" 4 369.011110125667 4 64 "Pastizal" "Thysanoptera" 23616.7110480427 "Herbivoros" "P"
"414" "P" 2 "H" "Frag" "macro" "microfitofago" "larva_sciaridae" 2 1578.60239439393 2 32 "Pastizal" "Sciaridae larva" 50515.2766206059 "Microfitófagos" "P"
"415" "P" 2 "H" "Frag" "meso" "detritivoro" "isotomidae" 2 28.012713637173 2 5894 "Pastizal" "Isotomidae" 165106.934177497 "Detritívoros" "P"
"416" "P" 2 "H" "Frag" "meso" "detritivoro" "oripodidae" 16 13.8295283752397 19 55998 "Pastizal" "Oripodidae" 774425.929956672 "Detritívoros" "P"
"417" "P" 2 "H" "Frag" "meso" "detritivoro" "scheloribates" 25 16.8893767360902 30 88419 "Pastizal" "Scheloribates" 1493341.80162836 "Detritívoros" "P"
"418" "P" 2 "H" "Frag" "meso" "microfitofago" "galumnidae" 4 130.050565980397 4 11789 "Pastizal" "Galumnidae" 1533166.12234291 "Microfitófagos" "P"
"419" "P" 2 "H" "Frag" "meso" "microfitofago" "onichiuridae" 2 19.8613891066972 2 5894 "Pastizal" "Onychiuridae" 117063.027394873 "Microfitófagos" "P"
"420" "P" 2 "H" "Frag" "meso" "microfitofago" "oppioidea" 2 10.6075149916369 2 5894 "Pastizal" "Oppioidea" 62520.6933607078 "Microfitófagos" "P"
"421" "P" 2 "H" "Frag" "meso" "microfitofago" "oribatulidae" 34 28.5510067645138 40 117892 "Pastizal" "Oribatulidae" 3365935.28948206 "Microfitófagos" "P"
"422" "P" 2 "H" "Frag" "meso" "omnivoro" "astigmata" 1 18.5439219528229 1 2947 "Pastizal" "Astigmata" 54648.9379949691 "Omnívoros" "P"
"423" "P" 2 "H" "Frag" "meso" "omnivoro" "eupodoidea" 1 5.66404683462433 1 2947 "Pastizal" "Eupodoidea" 16691.9460216379 "Omnívoros" "P"
"424" "P" 2 "H" "Frag" "meso" "omnivoro" "hipogastruridae" 2 31.1514068704832 2 5894 "Pastizal" "Hipogastruridae" 183606.392094628 "Omnívoros" "P"
"425" "P" 2 "H" "Frag" "meso" "omnivoro" "tardigrado" 1 5.33269737472729 1 2947 "Pastizal" "Tardigrada" 15715.4591633213 "Omnívoros" "P"
"426" "P" 2 "H" "Frag" "meso" "predador" "dermanisoidea" 2 44.935496506256 2 5894 "Pastizal" "Dermanisoidea" 264849.816407873 "Predadores" "P"
"427" "P" 2 "H" "Frag" "meso" "predador" "eviphididae" 8 56.4466705012434 9 26525 "Pastizal" "Eviphididae" 1497247.93504548 "Predadores" "P"
"428" "P" 2 "H" "Frag" "meso" "predador" "rhagidiidae" 1 10.7990053505364 1 2947 "Pastizal" "Rhagidiidae" 31824.6687680308 "Predadores" "P"
"429" "P" 2 "H" "Frag" "meso" "predador" "rhodacaroidea" 4 8.26758359576309 4 11789 "Pastizal" "Rhodacaroidea" 97466.543010451 "Predadores" "P"
"430" "P" 2 "H" "H" "macro" "detritivoro" "juvenil" 1 19200 1 16 "Pastizal" "Juvenil, lombriz" 307200 "Detritívoros" "P"
"431" "P" 2 "H" "H" "macro" "detritivoro" "oniscoidea" 11 10400 13 208 "Pastizal" "Oniscoidea" 2163200 "Detritívoros" "P"
"432" "P" 2 "H" "H" "macro" "detritivoro" "tenebrionidae" 1 15600 1 16 "Pastizal" "Tenebrionidae" 249600 "Detritívoros" "P"
"433" "P" 2 "H" "H" "macro" "predador" "larva_staphylinidae" 1 19200 1 16 "Pastizal" "Staphylinidae larva" 307200 "Predadores" "P"
"434" "P" 2 "H" "H" "macro" "predador" "linyphiidae" 1 8400 1 16 "Pastizal" "Linyphiidae" 134400 "Predadores" "P"
"435" "P" 2 "H" "H" "macro" "predador" "staphylinidae" 6 3144.22517817869 7 112 "Pastizal" "Staphylinidae" 352153.219956013 "Predadores" "P"
"436" "P" 2 "H" "hoja" "macro" "herbivoro" "trip" 1 263.173213107666 1 16 "Pastizal" "Thysanoptera" 4210.77140972266 "Herbivoros" "P"
"437" "P" 2 "H" "hoja" "meso" "detritivoro" "eupthiracaroidea" 1 42.1525042665941 1 2947 "Pastizal" "Euphthiracaroidea" 124223.430073653 "Detritívoros" "P"
"438" "P" 2 "H" "hoja" "meso" "detritivoro" "isotomidae" 2 15.6780751553172 2 5894 "Pastizal" "Isotomidae" 92406.5749654398 "Detritívoros" "P"
"439" "P" 2 "H" "hoja" "meso" "detritivoro" "oripodidae" 3 32.2105797881435 3 8841 "Pastizal" "Oripodidae" 284773.735906976 "Detritívoros" "P"
"440" "P" 2 "H" "hoja" "meso" "microfitofago" "eremobelbidae" 1 70.0047802989184 1 2947 "Pastizal" "Eremobelbidae" 206304.087540913 "Microfitófagos" "P"
"441" "P" 2 "H" "hoja" "meso" "microfitofago" "oppioidea" 1 12.0315083866205 1 2947 "Pastizal" "Oppioidea" 35456.8552153706 "Microfitófagos" "P"
"442" "P" 2 "H" "hoja" "meso" "microfitofago" "oribatulidae" 1 31.2537379507798 1 2947 "Pastizal" "Oribatulidae" 92104.7657409481 "Microfitófagos" "P"
"443" "P" 2 "H" "hoja" "meso" "omnivoro" "tardigrado" 2 2.84731885115206 2 5894 "Pastizal" "Tardigrada" 16782.0973086903 "Omnívoros" "P"
"444" "P" 2 "H" "hoja" "meso" "predador" "rhodacaroidea" 5 7.45908919033499 6 17683 "Pastizal" "Rhodacaroidea" 131899.074152694 "Predadores" "P"
"445" "P" 2 "H" "humus" "macro" "detritivoro" "larva_diptera" 1 59.8781428516762 1 16 "Pastizal" "Diptera larva" 958.050285626819 "Detritívoros" "P"
"446" "P" 2 "H" "humus" "macro" "herbivoro" "trip" 1 223.297832755855 1 16 "Pastizal" "Thysanoptera" 3572.76532409368 "Herbivoros" "P"
"447" "P" 2 "H" "humus" "meso" "detritivoro" "ceratozetoidea" 7 16.6897648057028 8 23578 "Pastizal" "Ceratozetoidea" 393511.274588861 "Detritívoros" "P"
"448" "P" 2 "H" "humus" "meso" "detritivoro" "isotomidae" 7 3.71309307748515 8 23578 "Pastizal" "Isotomidae" 87547.3085809448 "Detritívoros" "P"
"449" "P" 2 "H" "humus" "meso" "detritivoro" "oripodidae" 31 16.1454703018956 37 109050 "Pastizal" "Oripodidae" 1760663.53642172 "Detritívoros" "P"
"450" "P" 2 "H" "humus" "meso" "detritivoro" "scheloribates" 11 14.2676029668403 13 38315 "Pastizal" "Scheloribates" 546663.207674486 "Detritívoros" "P"
"451" "P" 2 "H" "humus" "meso" "microfitofago" "limnozetidae" 1 38.9302634021245 1 2947 "Pastizal" "Limnozetidae" 114727.486246061 "Microfitófagos" "P"
"452" "P" 2 "H" "humus" "meso" "microfitofago" "onichiuridae" 1 6.07909689715439 1 2947 "Pastizal" "Onychiuridae" 17915.098555914 "Microfitófagos" "P"
"453" "P" 2 "H" "humus" "meso" "microfitofago" "oppioidea" 4 10.1323301844148 4 11789 "Pastizal" "Oppioidea" 119450.040544066 "Microfitófagos" "P"
"454" "P" 2 "H" "humus" "meso" "microfitofago" "oribatulidae" 22 34.8153606785052 26 76630 "Pastizal" "Oribatulidae" 2667901.08879386 "Microfitófagos" "P"
"455" "P" 2 "H" "humus" "meso" "omnivoro" "astigmata" 11 10.6279542348908 13 38315 "Pastizal" "Astigmata" 407210.066509843 "Omnívoros" "P"
"456" "P" 2 "H" "humus" "meso" "omnivoro" "eupodoidea" 5 4.28648744534761 6 17683 "Pastizal" "Eupodoidea" 75797.9574960818 "Omnívoros" "P"
"457" "P" 2 "H" "humus" "meso" "omnivoro" "hipogastruridae" 2 4.94821898607404 2 5894 "Pastizal" "Hipogastruridae" 29164.8027039204 "Omnívoros" "P"
"458" "P" 2 "H" "humus" "meso" "omnivoro" "tardigrado" 2 1.14025104413353 2 5894 "Pastizal" "Tardigrada" 6720.63965412305 "Omnívoros" "P"
"459" "P" 2 "H" "humus" "meso" "predador" "parasitidae" 8 14.2521295621035 9 26525 "Pastizal" "Parasitidae" 378037.736634795 "Predadores" "P"
"460" "P" 2 "H" "humus" "meso" "predador" "rhodacaroidea" 4 7.72159756198807 4 11789 "Pastizal" "Rhodacaroidea" 91029.9136582773 "Predadores" "P"
"461" "P" 3 "10" "10" "macro" "detritivoro" "Octolasion_tyrtaeum" 1 68100 1 16 "Pastizal" "Octolasion tyrtaeum" 1089600 "Detritívoros" "P"
"462" "P" 3 "10" "10" "macro" "detritivoro" "juvenil" 3 27483.3333333333 3 48 "Pastizal" "Juvenil, lombriz" 1319200 "Detritívoros" "P"
"463" "P" 3 "10" "10" "macro" "detritivoro" "larva_scarabaeidae" 1 110000 1 16 "Pastizal" "Scarabaeidae larva" 1760000 "Detritívoros" "P"
"464" "P" 3 "10" "10" "macro" "detritivoro" "oniscoidea" 3 17990.2980438667 3 48 "Pastizal" "Oniscoidea" 863534.3061056 "Detritívoros" "P"
"465" "P" 3 "10" "10" "macro" "herbivoro" "trip" 1 317.928230870699 1 16 "Pastizal" "Thysanoptera" 5086.85169393118 "Herbivoros" "P"
"466" "P" 3 "10" "10" "macro" "predador" "carabidae" 2 4125.59087545018 2 32 "Pastizal" "Carabidae" 132018.908014406 "Predadores" "P"
"467" "P" 3 "10" "10" "macro" "predador" "formicidae" 4 331.303554911637 4 64 "Pastizal" "Formicidae" 21203.4275143448 "Predadores" "P"
"468" "P" 3 "10" "10" "macro" "predador" "linyphiidae" 4 5543.68411511531 4 64 "Pastizal" "Linyphiidae" 354795.78336738 "Predadores" "P"
"469" "P" 3 "10" "10" "macro" "predador" "staphylinidae" 1 4800 1 16 "Pastizal" "Staphylinidae" 76800 "Predadores" "P"
"470" "P" 3 "10" "10" "meso" "detritivoro" "enquitreido" 1 1306.07011553637 1 2947 "Pastizal" "Enchytraeida" 3848988.63048568 "Detritívoros" "P"
"471" "P" 3 "10" "10" "meso" "detritivoro" "oripodidae" 3 26.2663843826965 3 8841 "Pastizal" "Oripodidae" 232221.10432742 "Detritívoros" "P"
"472" "P" 3 "10" "10" "meso" "detritivoro" "scheloribates" 3 17.6872370755545 3 8841 "Pastizal" "Scheloribates" 156372.862984977 "Detritívoros" "P"
"473" "P" 3 "10" "10" "meso" "microfitofago" "eremobelbidae" 1 61.1366607859955 1 2947 "Pastizal" "Eremobelbidae" 180169.739336329 "Microfitófagos" "P"
"474" "P" 3 "10" "10" "meso" "microfitofago" "onichiuridae" 1 5.03766420985621 1 2947 "Pastizal" "Onychiuridae" 14845.9964264463 "Microfitófagos" "P"
"475" "P" 3 "10" "10" "meso" "omnivoro" "astigmata" 7 2.15749019158765 8 23578 "Pastizal" "Astigmata" 50869.3037372536 "Omnívoros" "P"
"476" "P" 3 "10" "10" "meso" "omnivoro" "tardigrado" 15 2.63622131508779 18 53051 "Pastizal" "Tardigrada" 139854.176986723 "Omnívoros" "P"
"477" "P" 3 "10" "10" "meso" "predador" "laelapidae" 2 39.9312952443731 2 5894 "Pastizal" "Laelapidae" 235355.054170335 "Predadores" "P"
"478" "P" 3 "10" "10" "meso" "predador" "parasitidae" 2 20.6202532380868 2 5894 "Pastizal" "Parasitidae" 121535.772585283 "Predadores" "P"
"479" "P" 3 "10" "10" "meso" "predador" "rhodacaroidea" 4 11.5848949607382 4 11789 "Pastizal" "Rhodacaroidea" 136574.326692142 "Predadores" "P"
"480" "P" 3 "10" "10" "micro" "herbivoro" "fitofago" 27 0.435160175989242 180 366692 "Pastizal" "Fitofago" 159569.755253847 "Herbivoros" "P"
"481" "P" 3 "10" "10" "micro" "microfitofago" "bacterivoro" 33 0.277561315863969 220 448180 "Pastizal" "Bacterivoro" 124397.430543914 "Microfitófagos" "P"
"482" "P" 3 "10" "10" "micro" "microfitofago" "fungivoro" 30 0.709144943195523 200 407436 "Pastizal" "Fungivoro" 288931.179075811 "Microfitófagos" "P"
"483" "P" 3 "10" "10" "micro" "omnivoro" "omnivoro" 11 5.36500681312002 73 148714 "Pastizal" "Omnivoro" 797851.623206331 "Omnívoros" "P"
"484" "P" 3 "10" "10" "micro" "predador" "predador" 2 1.02843262832133 13 26483 "Pastizal" "Predador" 27235.9812958338 "Predadores" "P"
"485" "P" 3 "20" "20" "macro" "detritivoro" "blattodea" 1 800 1 16 "Pastizal" "Blattodea" 12800 "Detritívoros" "P"
"486" "P" 3 "20" "20" "macro" "detritivoro" "larva_scarabaeidae" 1 967200 1 16 "Pastizal" "Scarabaeidae larva" 15475200 "Detritívoros" "P"
"487" "P" 3 "20" "20" "macro" "detritivoro" "oniscoidea" 1 12400 1 16 "Pastizal" "Oniscoidea" 198400 "Detritívoros" "P"
"488" "P" 3 "20" "20" "macro" "predador" "formicidae" 1 2000 1 16 "Pastizal" "Formicidae" 32000 "Predadores" "P"
"489" "P" 3 "20" "20" "macro" "predador" "linyphiidae" 1 221.436784996673 1 16 "Pastizal" "Linyphiidae" 3542.98855994677 "Predadores" "P"
"490" "P" 3 "20" "20" "meso" "microfitofago" "entomobryoidea" 1 45.2252809172532 1 2947 "Pastizal" "Entomobryoidea" 133278.902863145 "Microfitófagos" "P"
"491" "P" 3 "H" "Frag" "macro" "herbivoro" "hemiptera" 1 245.322545535333 1 16 "Pastizal" "Hemiptera" 3925.16072856533 "Herbivoros" "P"
"492" "P" 3 "H" "Frag" "macro" "herbivoro" "trip" 1 218.342591218162 1 16 "Pastizal" "Thysanoptera" 3493.48145949059 "Herbivoros" "P"
"493" "P" 3 "H" "Frag" "meso" "detritivoro" "ceratozetoidea" 1 8.58471303892538 1 2947 "Pastizal" "Ceratozetoidea" 25299.1493257131 "Detritívoros" "P"
"494" "P" 3 "H" "Frag" "meso" "detritivoro" "oripodidae" 17 567.511144702242 20 58946 "Pastizal" "Oripodidae" 33452511.9356183 "Detritívoros" "P"
"495" "P" 3 "H" "Frag" "meso" "detritivoro" "scheloribates" 14 24.2215907259401 16 47157 "Pastizal" "Scheloribates" 1142217.55386316 "Detritívoros" "P"
"496" "P" 3 "H" "Frag" "meso" "microfitofago" "alycidae" 1 7.72024950683907 1 2947 "Pastizal" "Alycidae" 22751.5752966547 "Microfitófagos" "P"
"497" "P" 3 "H" "Frag" "meso" "microfitofago" "eremobelbidae" 4 40.4162318786297 4 11789 "Pastizal" "Eremobelbidae" 476466.957617165 "Microfitófagos" "P"
"498" "P" 3 "H" "Frag" "meso" "microfitofago" "galumnidae" 1 103.408520937883 1 2947 "Pastizal" "Galumnidae" 304744.911203941 "Microfitófagos" "P"
