ID	system	site	sample	month	year	specie	biomass	length	width	season	class	order	habitat	guild	P	MO	CE	Ph	DAP	HR	Ca	Mg	Sodio	K	N	ARA	RESP	RM5	RM10	bm	POM	LATITUD	LONGITUD	Latitud	Longitud	X	Y
5052	G	L27	sur	diciembre	2010	onychiuridae	0,448469215	440,8252	115,2872	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5053	G	L27	sur	diciembre	2010	onychiuridae	0,742924458	529,6389	118,5548	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5054	G	L27	sur	diciembre	2010	onychiuridae	0,508527353	461,439	107,626	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5055	G	L27	sur	diciembre	2010	onychiuridae	0,934627111	575,7476	136,0489	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5056	G	L27	sur	diciembre	2010	onychiuridae	0,894654537	566,6687	112,2104	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5057	G	L27	sur	diciembre	2010	onychiuridae	0,974226345	584,5012	128,9749	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5058	G	L27	sur	diciembre	2010	onychiuridae	0,98062601	585,8945	91,5233	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5059	G	L27	sur	diciembre	2010	onychiuridae	0,651625508	504,9775	106,6771	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5060	G	L27	sur	diciembre	2010	onychiuridae	0,548332651	474,2595	103,807	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5061	G	L27	sur	diciembre	2010	onychiuridae	0,977515859	585,2181	105,1877	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5062	G	L27	sur	diciembre	2010	onychiuridae	0,894112799	566,5439	95,7302	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5063	G	L27	sur	diciembre	2010	onychiuridae	0,809066306	546,3221	119,2719	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5064	G	L27	sur	diciembre	2010	onychiuridae	0,95189947	579,5942	93,692	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5065	G	L27	sur	diciembre	2010	onychiuridae	0,917833512	571,964	102,572	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5066	G	L27	sur	diciembre	2010	onychiuridae	0,662563089	508,0434	104,5897	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5067	G	L27	sur	diciembre	2010	onychiuridae	0,758935989	533,7616	116,9259	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5068	G	L27	sur	diciembre	2010	onychiuridae	0,552950815	475,7081	93,3096	V	collembolla	poduromorpha	euedaphic	microphytophages	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5069	G	L27	sur	diciembre	2010	Apo_ros	10433,2727275489			V	engineer	crassiclitellata	euedaphic	detritivore	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5070	G	L27	sur	diciembre	2010	lom_juv	1759,44778272182			V	engineer	crassiclitellata	euedaphic	detritivore	3,64054	4,1875	0,4232	6,21	1,279382039	0,223270511	5,35	1,025	0,95	1,15	0,235	0,144	0,006514286	6,5	6,5	35770,6460887869	1607223686,49375	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5071	G	L27	norte	septiembre	2010	lom_juv	1759,44778272182			P	engineer	crassiclitellata	euedaphic	detritivore	4,33659	6,19433962264151	0,1472	6,36	1,0745598395338	0,367403145847359	4,15	0,725	0,95	1	0,3741	0,158	0,0154000000000001	1	3,5	71024,9668016981	1996856577,27706	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5072	G	L27	oeste	septiembre	2010	Mic_pho	4508,66003674647			P	engineer	crassiclitellata	euedaphic	detritivore	4,05817	6,32075471698113	0,1508	5,89	1,02707638252031	0,449061919702888	4,725	1,08	0,95	1,65	0,3363	0,166	0,0748	0,5	3,5	329734,245166532	1947569366,85455	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5073	G	L27	oeste	septiembre	2010	Mic_pho	4508,66003674647			P	engineer	crassiclitellata	euedaphic	detritivore	4,05817	6,32075471698113	0,1508	5,89	1,02707638252031	0,449061919702888	4,725	1,08	0,95	1,65	0,3363	0,166	0,0748	0,5	3,5	329734,245166532	1947569366,85455	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5074	G	L27	oeste	septiembre	2010	euker	13131,31715849			P	engineer	crassiclitellata	euedaphic	detritivore	4,05817	6,32075471698113	0,1508	5,89	1,02707638252031	0,449061919702888	4,725	1,08	0,95	1,65	0,3363	0,166	0,0748	0,5	3,5	329734,245166532	1947569366,85455	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5075	G	L27	oeste	septiembre	2010	euker	13131,31715849			P	engineer	crassiclitellata	euedaphic	detritivore	4,05817	6,32075471698113	0,1508	5,89	1,02707638252031	0,449061919702888	4,725	1,08	0,95	1,65	0,3363	0,166	0,0748	0,5	3,5	329734,245166532	1947569366,85455	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5076	G	L27	oeste	septiembre	2010	euker	13131,31715849			P	engineer	crassiclitellata	euedaphic	detritivore	4,05817	6,32075471698113	0,1508	5,89	1,02707638252031	0,449061919702888	4,725	1,08	0,95	1,65	0,3363	0,166	0,0748	0,5	3,5	329734,245166532	1947569366,85455	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5077	G	L27	oeste	septiembre	2010	lom_juv	1759,44778272182			P	engineer	crassiclitellata	euedaphic	detritivore	4,05817	6,32075471698113	0,1508	5,89	1,02707638252031	0,449061919702888	4,725	1,08	0,95	1,65	0,3363	0,166	0,0748	0,5	3,5	329734,245166532	1947569366,85455	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5078	G	L27	oeste	septiembre	2010	lom_juv	1759,44778272182			P	engineer	crassiclitellata	euedaphic	detritivore	4,05817	6,32075471698113	0,1508	5,89	1,02707638252031	0,449061919702888	4,725	1,08	0,95	1,65	0,3363	0,166	0,0748	0,5	3,5	329734,245166532	1947569366,85455	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5079	G	L27	oeste	septiembre	2010	lom_juv	1759,44778272182			P	engineer	crassiclitellata	euedaphic	detritivore	4,05817	6,32075471698113	0,1508	5,89	1,02707638252031	0,449061919702888	4,725	1,08	0,95	1,65	0,3363	0,166	0,0748	0,5	3,5	329734,245166532	1947569366,85455	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5080	G	L27	sur	septiembre	2010	eupodoidea	1,539663204	404,9589	178,8219	P	acari	trombidiformes	hemiedaphic	predator	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5081	G	L27	sur	septiembre	2010	eupodoidea	1,465172973	398,3199	186,1834	P	acari	trombidiformes	hemiedaphic	predator	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5082	G	L27	sur	septiembre	2010	eupodoidea	1,089696403	360,8867	181,0357	P	acari	trombidiformes	hemiedaphic	predator	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5083	G	L27	sur	septiembre	2010	eupodoidea	1,595602268	409,805	141,722	P	acari	trombidiformes	hemiedaphic	predator	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5084	G	L27	sur	septiembre	2010	bdelloidea	5,607632849	623,0586	281,9844	P	acari	trombidiformes	euedaphic	predator	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5085	G	L27	sur	septiembre	2010	bdelloidea	7,709782021	692,8136	326,4764	P	acari	trombidiformes	euedaphic	predator	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5086	G	L27	sur	septiembre	2010	bdelloidea	5,615761226	623,3595	248,2285	P	acari	trombidiformes	euedaphic	predator	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5087	G	L27	sur	septiembre	2010	hypogastruridae	4,923737331	764,2807	218,8514	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5088	G	L27	sur	septiembre	2010	hypogastruridae	1,860935486	521,8452	140,699	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5089	G	L27	sur	septiembre	2010	hypogastruridae	12,83835366	1112,9464	285,316	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5090	G	L27	sur	septiembre	2010	hypogastruridae	1,982833305	534,9923	142,6613	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5091	G	L27	sur	septiembre	2010	hypogastruridae	2,810071494	613,3838	153,8476	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5092	G	L27	sur	septiembre	2010	hypogastruridae	4,215940374	719,1531	193,6757	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5093	G	L27	sur	septiembre	2010	hypogastruridae	1,908297442	527,0138	184,5489	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5094	G	L27	sur	septiembre	2010	hypogastruridae	3,107222849	638,0459	165,3345	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5095	G	L27	sur	septiembre	2010	hypogastruridae	4,27082014	722,8098	229,193	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5096	G	L27	sur	septiembre	2010	hypogastruridae	1,170886121	435,1442	148,3939	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5097	G	L27	sur	septiembre	2010	hypogastruridae	26,85469084	1486,4995	488,4326	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5098	G	L27	sur	septiembre	2010	hypogastruridae	20,82522644	1345,4226	425,6321	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5099	G	L27	sur	septiembre	2010	hypogastruridae	15,56832107	1200,3572	322,7813	P	collembolla	poduromorpha	hemiedaphic	omnivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5100	G	L27	sur	septiembre	2010	isotomidae	0,640490752	473,1563	115,0416	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5101	G	L27	sur	septiembre	2010	isotomidae	2,006503059	713,5027	172,0796	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5102	G	L27	sur	septiembre	2010	isotomidae	1,577301225	654,3297	184,2516	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5103	G	L27	sur	septiembre	2010	isotomidae	1,882239184	697,2816	181,6888	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5104	G	L27	sur	septiembre	2010	isotomidae	2,049977686	719,0255	176,2923	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5105	G	L27	sur	septiembre	2010	isotomidae	1,379140039	623,4809	144,9178	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5106	G	L27	sur	septiembre	2010	isotomidae	0,88706529	531,9653	139,6185	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5107	G	L27	sur	septiembre	2010	isotomidae	1,0912296	573,1169	163,6937	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5108	G	L27	sur	septiembre	2010	isotomidae	0,69276913	486,7008	111,9029	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5109	G	L27	sur	septiembre	2010	isotomidae	0,653312221	476,5418	153,8073	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5110	G	L27	sur	septiembre	2010	isotomidae	0,663181084	479,1188	102,5455	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5111	G	L27	sur	septiembre	2010	isotomidae	7,385641479	1140,182	325,218	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5112	G	L27	sur	septiembre	2010	isotomidae	0,952817276	545,8255	148,0975	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5113	G	L27	sur	septiembre	2010	isotomidae	0,928173102	540,7046	147,7831	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5114	G	L27	sur	septiembre	2010	isotomidae	0,443153524	414,4437	120,0086	P	collembolla	entomobryomorpha	hemiedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5115	G	L27	sur	septiembre	2010	symphila	0,142138439	743,6683	123,8079	P	macrofauna	macrofauna	euedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5116	G	L27	sur	septiembre	2010	lom_juv	1759,44778272182			P	engineer	crassiclitellata	euedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5117	G	L27	sur	septiembre	2010	lom_juv	1759,44778272182			P	engineer	crassiclitellata	euedaphic	detritivore	3,36212	5,941509434	0,1672	5,5	1,131776748	0,349352083	4,9	1	1,07	1,3	0,327	0,18	0,0572	0	6	277853,907898195	2017338667,62715	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5118	G	L27	sur	marzo	2010	lom_juv	1759,44778272182			O	engineer	crassiclitellata	euedaphic	detritivore	12,667	6,573584906	0,724	6,32	1,068048641	0,440024631	5	0,595	0,96	1,12	0,4226	0,28	0,0678838	1,2	4,5	311183,735841751	2106272527,60542	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
5119	G	L27	sur	marzo	2010	lom_juv	1759,44778272182			O	engineer	crassiclitellata	euedaphic	detritivore	12,667	6,573584906	0,724	6,32	1,068048641	0,440024631	5	0,595	0,96	1,12	0,4226	0,28	0,0678838	1,2	4,5	311183,735841751	2106272527,60542	S 34º 49´20´´	W 59º 10´50´´	34,8222222222222	59,1805555555556	-34,8222222222222	-59,1805555555556
