ID;system;site;sample;month;year;specie;ind;biomass;length;width;season;class;order;habitat;guild;diet;P;MO;CE;Ph;DAP;HR;Ca;Mg;NA;K;N;ARA;RESP;RM_0-5;RM_5=10
3146;G;L27;oeste;agosto;2008;oripodoidea;46;3,052894832;389,7994;208,0686;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3147;G;L27;oeste;agosto;2008;oripodoidea;47;5,553522876;435,545;280,578;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3148;G;L27;oeste;agosto;2008;oripodoidea;48;8,079603819;486,9542;322,3185;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3149;G;L27;oeste;agosto;2008;oripodoidea;49;5,737454725;422,1642;297,7436;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3150;G;L27;oeste;agosto;2008;oripodoidea;50;3,344270175;368,9725;236,6352;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3151;G;L27;oeste;agosto;2008;oripodoidea;51;3,604822107;407,9892;222,248;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3152;G;L27;oeste;agosto;2008;oripodoidea;52;4,186729136;398,5628;254,1015;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3153;G;L27;oeste;agosto;2008;oripodoidea;53;3,477387215;395,6361;224,4523;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3154;G;L27;oeste;agosto;2008;oripodoidea;54;7,359610644;491,491;298,3123;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3155;G;L27;oeste;agosto;2008;oripodoidea;55;4,188362085;421,0922;238,5037;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3156;G;L27;oeste;agosto;2008;oripodoidea;56;2,295265797;372,2608;179,0018;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3157;G;L27;oeste;agosto;2008;uropodoidea;57;5,653243888;465,2604;303,7669;I;acari;mesostigmata;epiedaphic;predator;predator;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
2982;G;L27;sur;marzo;2010;entomobroidea;5;2,53487849;782,7264;262,152;O;collembolla;entomobryomorpha;epiedaphic;microphytophages;microphytophages;12,667;6,573584906;0,724;6,32;1,068048641;0,440024631;5;0,595;0,96;1,12;0,4226;0,28;0,0678838;1,2;4,5
3159;G;L27;oeste;agosto;2008;onychiuridae;2;2,001026165;759,3737;223,2037;I;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3160;G;L27;oeste;agosto;2008;onychiuridae;3;0,934753006;575,7758;109,852;I;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3161;G;L27;oeste;agosto;2008;onychiuridae;4;1,086929258;608,2375;135,1436;I;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3162;G;L27;oeste;agosto;2008;onychiuridae;5;0,81827781;548,5758;129,1987;I;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3163;G;L27;oeste;agosto;2008;ceratozetoidea;6;11,17265249;548,215;372,9997;I;acari;oribatida;euedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3164;G;L27;oeste;agosto;2008;oripodoidea;7;5,297775401;452,6798;259,4401;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3165;G;L27;oeste;agosto;2008;oripodoidea;8;3,856144481;396,4083;241,1103;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3166;G;L27;oeste;agosto;2008;oripodoidea;9;6,663881982;474,9549;289,111;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3167;G;L27;oeste;agosto;2008;oripodoidea;10;5,06558186;430,6045;266,231;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3168;G;L27;oeste;agosto;2008;oripodoidea;11;1,771091485;343,8186;163,071;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3169;G;L27;oeste;agosto;2008;oripodoidea;12;3,993242125;401,4815;243,5917;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3170;G;L27;oeste;agosto;2008;oripodoidea;13;4,55975361;408,327;262,6154;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3171;G;L27;oeste;agosto;2008;oripodoidea;14;3,446469126;367,0718;243,2275;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3172;G;L27;oeste;agosto;2008;oripodoidea;15;5,294607917;462,5697;252,9243;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3173;G;L27;oeste;agosto;2008;oripodoidea;16;6,216308359;456,4791;288,029;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3174;G;L27;oeste;agosto;2008;oripodoidea;17;2,890677713;455,7607;166,9953;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3175;G;L27;oeste;agosto;2008;oppioidea;18;0,620036903;236,2774;118,9311;I;acari;oribatida;euedaphic;microphytophages;microphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3176;G;L27;oeste;agosto;2008;oppioidea;19;0,570462993;230,5271;115,2994;I;acari;oribatida;euedaphic;microphytophages;microphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3177;G;L27;oeste;agosto;2008;oppioidea;20;0,711519245;240,7063;128,4266;I;acari;oribatida;euedaphic;microphytophages;microphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3178;G;L27;oeste;agosto;2008;epilohmannioidea;21;1,660690858;360,6403;160,8696;I;acari;oribatida;hemiedaphic;detritivore;macrophytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3179;G;L27;oeste;agosto;2008;oripodoidea;22;1,867913737;386,7183;147,8421;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3180;G;L27;oeste;agosto;2008;oripodoidea;23;3,29685247;372,6089;231,5906;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3181;G;L27;oeste;agosto;2008;oripodoidea;24;2,271214499;338,3841;198,3986;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3182;G;L27;oeste;agosto;2008;oripodoidea;25;3,66856188;396,0103;232,9437;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3183;G;L27;oeste;agosto;2008;oripodoidea;26;1,412823519;292,8576;167,0663;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3184;G;L27;oeste;agosto;2008;oripodoidea;27;3,175541618;370,4912;226,9632;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3185;G;L27;oeste;agosto;2008;oripodoidea;28;1,551105232;343,2993;148,5914;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3186;G;L27;oeste;agosto;2008;oripodoidea;29;4,015273007;397,9924;247,0334;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3187;G;L27;oeste;agosto;2008;oripodoidea;30;4,312202292;407,0097;253,2959;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3188;G;L27;oeste;agosto;2008;oripodoidea;31;3,598920778;398,9234;227,836;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;34,79;4,49;1,68;5,6;1,13;0,09;5,05;2;0,75;1,98;0,330633333;0,75;0,12;4;13
3189;G;L27;oeste;mayo;2009;hypogastruridae;1;0,947427535;400,4673;149,4723;O;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3190;G;L27;oeste;mayo;2009;isotomidae;2;2,440664048;765,589;152,7598;O;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3191;G;L27;oeste;mayo;2009;onychiuridae;3;0,591475581;487,5027;110,2569;O;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3192;G;L27;oeste;mayo;2009;onychiuridae;4;0,210817708;335,0095;105,28;O;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3193;G;L27;oeste;mayo;2009;onychiuridae;5;0,265624068;364,3777;107,2972;O;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3194;G;L27;oeste;mayo;2009;oppioidea;6;1,743310371;327,4639;170,5942;O;acari;oribatida;euedaphic;microphytophages;microphytophages;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3195;G;L27;oeste;mayo;2009;oripodoidea;7;6,08571278;463,2445;278,905;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3196;G;L27;oeste;mayo;2009;oripodoidea;8;3,188522514;386,5304;216,7319;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3197;G;L27;oeste;mayo;2009;eupodoidea;9;0,563644263;289,6926;142,7925;O;acari;trombidiformes;hemiedaphic;predator;predator;10,95;2,37;0,9;5,85;1,08;0,25;4,85;1,65;0,81;1,48;0,4415;0,05;0,0419;0,0001;0,0001
3198;G;L27;oeste;agosto;2009;epilohmannioidea;1;1,944847587;409,6637;157,0201;I;acari;oribatida;hemiedaphic;detritivore;macrophytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3199;G;L27;oeste;agosto;2009;epilohmannioidea;2;1,414796852;356,3919;146,5999;I;acari;oribatida;hemiedaphic;detritivore;macrophytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3200;G;L27;oeste;agosto;2009;epilohmannioidea;3;1,093412987;330,8242;133,4506;I;acari;oribatida;hemiedaphic;detritivore;macrophytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3201;G;L27;oeste;agosto;2009;epilohmannioidea;4;1,353789223;365,0152;139,0717;I;acari;oribatida;hemiedaphic;detritivore;macrophytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3202;G;L27;oeste;agosto;2009;epilohmannioidea;5;0,977609401;311,8153;131,5962;I;acari;oribatida;hemiedaphic;detritivore;macrophytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3203;G;L27;oeste;agosto;2009;hypogastruridae;6;5,454061511;795,5629;195,35;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3204;G;L27;oeste;agosto;2009;hypogastruridae;7;10,07561299;1012,0559;267,7452;I;collembolla;poduromorpha;hemiedaphic;omnivore;omnivore;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3205;G;L27;oeste;agosto;2009;isotomidae;8;0,536596333;443,9717;131,6549;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3206;G;L27;oeste;agosto;2009;isotomidae;9;1,228231321;598,0252;161,0153;I;collembolla;entomobryomorpha;hemiedaphic;detritivore;macrophytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3207;G;L27;oeste;agosto;2009;oripodoidea;10;8,096645258;472,1381;334,5543;I;acari;oribatida;hemiedaphic;detritivore;panphytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3208;G;L27;oeste;agosto;2009;crotonioidea;11;5,382483109;501,8794;195,5572;I;acari;oribatida;hemiedaphic;microphytophages;microphytophages;3,530295;5,97;0,532;6,34;1,087171053;0,210771558;5,108;1,969;0,786;1,616;0,25;0,12;0,052204865;0,5;0,5
3209;G;L27;oeste;diciembre;2009;epilohmannioidea;1;1,936074259;457,6099;140,1535;V;acari;oribatida;hemiedaphic;detritivore;macrophytophages;14,29;3,765277778;0,968;6,38;1,14;0,28;3,84;0,555;0,13;0,75;0,287292;0,060290071;0,05456;6;5
3210;G;L27;oeste;diciembre;2009;eupodoidea;2;20,41874501;958,544;403,5056;V;acari;trombidiformes;hemiedaphic;predator;predator;14,29;3,765277778;0,968;6,38;1,14;0,28;3,84;0,555;0,13;0,75;0,287292;0,060290071;0,05456;6;5
3211;G;L27;oeste;diciembre;2009;oripodoidea;3;4,105146166;418,9832;236,4792;V;acari;oribatida;hemiedaphic;detritivore;panphytophages;14,29;3,765277778;0,968;6,38;1,14;0,28;3,84;0,555;0,13;0,75;0,287292;0,060290071;0,05456;6;5
3212;G;L27;oeste;marzo;2010;galumnioidea;1;27,07027447;702,6503;553,0182;O;acari;oribatida;hemiedaphic;microphytophages;microphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3213;G;L27;oeste;marzo;2010;galumnioidea;2;12,23707379;542,4521;421,2293;O;acari;oribatida;hemiedaphic;microphytophages;microphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3214;G;L27;oeste;marzo;2010;oppioidea;3;0,709143021;247,5381;124,0374;O;acari;oribatida;euedaphic;microphytophages;microphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3215;G;L27;oeste;marzo;2010;oppioidea;4;0,638880623;240,5919;118,9841;O;acari;oribatida;euedaphic;microphytophages;microphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3216;G;L27;oeste;marzo;2010;ceratozetoidea;5;5,072726794;427,0539;279,7337;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3217;G;L27;oeste;marzo;2010;ceratozetoidea;6;4,868264625;407,5721;297,2379;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3218;G;L27;oeste;marzo;2010;ceratozetoidea;7;3,459480019;368,5223;258,1503;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3219;G;L27;oeste;marzo;2010;ceratozetoidea;8;5,972857458;473,5792;264,3008;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3220;G;L27;oeste;marzo;2010;ceratozetoidea;9;5,981008099;450,0881;296,7494;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3221;G;L27;oeste;marzo;2010;ceratozetoidea;10;3,792992811;384,0031;259,8309;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3222;G;L27;oeste;marzo;2010;oripodoidea;11;4,068864517;414,2803;238,0739;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3223;G;L27;oeste;marzo;2010;oripodoidea;12;3,513798817;390,6071;229,5008;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3224;G;L27;oeste;marzo;2010;oripodoidea;13;2,681969595;333,931;226,8633;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3225;G;L27;oeste;marzo;2010;oripodoidea;14;4,781282083;442,7941;247,3503;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3226;G;L27;oeste;marzo;2010;oripodoidea;15;2,65198779;354,7937;209,8079;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3227;G;L27;oeste;marzo;2010;oripodoidea;16;5,331232912;429,3246;277,0834;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3228;G;L27;oeste;marzo;2010;oripodoidea;17;4,001893303;423,6288;229,2711;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3229;G;L27;oeste;marzo;2010;oripodoidea;18;4,327278805;426,8979;240,29;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3230;G;L27;oeste;marzo;2010;oripodoidea;19;2,896988825;386,055;202,6733;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3231;G;L27;oeste;marzo;2010;oripodoidea;20;4,502487277;416,8425;254,1131;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3232;G;L27;oeste;marzo;2010;oripodoidea;21;3,152597028;374,2803;223,1477;O;acari;oribatida;hemiedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3233;G;L27;oeste;marzo;2010;ceratozetoidea;22;5,728441011;452,1451;280,4085;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3234;G;L27;oeste;marzo;2010;ceratozetoidea;23;6,279217257;476,2049;275,4613;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3235;G;L27;oeste;marzo;2010;ceratozetoidea;24;5,970425637;447,492;300,0604;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3236;G;L27;oeste;marzo;2010;ceratozetoidea;25;4,396104196;415,3248;255,3127;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3237;G;L27;oeste;marzo;2010;ceratozetoidea;26;4,584894593;405,9242;281,2245;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3238;G;L27;oeste;marzo;2010;ceratozetoidea;27;5,344555475;431,0293;289,7863;O;acari;oribatida;euedaphic;detritivore;panphytophages;2,56075;4,550943396;0,416;6,83;1,080149685;0,359778373;5,25;0,65;0,87;1,3;0,3199;0,28;0,0669456;1,5;4,5
3239;G;L27;oeste;diciembre;2010;acaroidea;1;0,696768428;303,1679;108,4748;V;acari;astigmata;epiedaphic;omnivore;omnivore;4,011766667;5,234375;0,3144;6,15;1,082211955;0,270005603;4,825;0,95;0,65;1,3;0,2824;0,112;0,003085714;3,5;4,5
3240;G;L27;oeste;diciembre;2010;acaroidea;2;0,987780398;272,6317;151,5313;V;acari;astigmata;epiedaphic;omnivore;omnivore;4,011766667;5,234375;0,3144;6,15;1,082211955;0,270005603;4,825;0,95;0,65;1,3;0,2824;0,112;0,003085714;3,5;4,5
3241;G;L27;oeste;diciembre;2010;onychiuridae;3;0,334347341;396,1778;125,2594;V;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;4,011766667;5,234375;0,3144;6,15;1,082211955;0,270005603;4,825;0,95;0,65;1,3;0,2824;0,112;0,003085714;3,5;4,5
3242;G;L27;oeste;diciembre;2010;onychiuridae;4;1,31827216;652,4501;135,3159;V;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;4,011766667;5,234375;0,3144;6,15;1,082211955;0,270005603;4,825;0,95;0,65;1,3;0,2824;0,112;0,003085714;3,5;4,5
3243;G;L27;oeste;diciembre;2010;onychiuridae;5;0,353364226;404,228;100,6793;V;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;4,011766667;5,234375;0,3144;6,15;1,082211955;0,270005603;4,825;0,95;0,65;1,3;0,2824;0,112;0,003085714;3,5;4,5
3244;G;L27;oeste;diciembre;2010;onychiuridae;6;0,454728366;443,0526;77,5802;V;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;4,011766667;5,234375;0,3144;6,15;1,082211955;0,270005603;4,825;0,95;0,65;1,3;0,2824;0,112;0,003085714;3,5;4,5
3245;G;L27;oeste;diciembre;2010;onychiuridae;7;0,815588068;547,9194;102,4927;V;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;4,011766667;5,234375;0,3144;6,15;1,082211955;0,270005603;4,825;0,95;0,65;1,3;0,2824;0,112;0,003085714;3,5;4,5
3246;G;L27;oeste;diciembre;2010;onychiuridae;8;0,505186125;460,3342;105,5781;V;collembolla;poduromorpha;euedaphic;microphytophages;microphytophages;4,011766667;5,234375;0,3144;6,15;1,082211955;0,270005603;4,825;0,95;0,65;1,3;0,2824;0,112;0,003085714;3,5;4,5
